,Date,State,Dead,Injured,Total,Description,Month,Year,WeekDay,WeekOfYear,YearWeek
1826,2018-01-28,Pennsylvania,4,0,4,Four men were killed in a shooting in an apartment.,1,2018,6,4,2018 - 4
1827,2018-01-28,Indiana,2,3,5,Two were killed and three people were injured in a shooting at a bar.,1,2018,6,4,2018 - 4
1828,2019-01-28,Texas,2,4,6,Pecan Park Raid: Four police officers were shot while serving a warrant in southeast Houston. The two homeowners were killed.,1,2019,0,5,2019 - 5
1829,2021-01-28,Michigan,1,4,5,"A woman was killed and four others, including a baby boy, were injured in a drive-by shooting.",1,2021,3,4,2021 - 4
1830,2019-02-28,California,1,4,5,One person was killed and four others were wounded in a shooting near a gas station.,2,2019,3,9,2019 - 9
1831,2019-02-28,Illinois,4,0,4,Two adults and their 6 and 1-year-old children were killed in an apparent murder suicide.,2,2019,3,9,2019 - 9
1832,2021-02-28,Texas,0,4,4,Four people were injured at a parking lot in Northwest Houston. Police say the incident was a case of road rage.,2,2021,6,8,2021 - 8
1833,2021-02-28,Ohio,4,2,6,"A man shot and killed his wife and two others, wounding a fourth. He was later shot and injured by police in Detroit and was taken to a nearby hospital and died days later.",2,2021,6,8,2021 - 8
1834,2021-02-28,Delaware,0,4,4,Four people were wounded in an IHOP parking lot during the early morning.,2,2021,6,8,2021 - 8
1835,2021-02-28,Louisiana,0,5,5,"Five people were wounded in a drive-by shooting. Four were outside, and one was in a store.",2,2021,6,8,2021 - 8
1836,2021-02-28,South Carolina,0,4,4,Four people were shot at an apartment complex. The shooting occurred at one of the wounded's apartments.,2,2021,6,8,2021 - 8
1837,2021-02-28,Indiana,0,4,4,Four people were shot at a gas station. One of the wounded was a 7-year-old girl.,2,2021,6,8,2021 - 8
1838,2019-03-28,Maryland,0,4,4,Four people were wounded in a shooting near a playground.,3,2019,3,13,2019 - 13
1839,2020-03-28,Maryland,1,3,4,One man was killed and two others and a teenager wounded in a drive-by shooting by three shooters.,3,2020,5,13,2020 - 13
1840,2021-03-28,Texas,0,4,4,"Four people were injured, two critically, after a shooting at an apartment complex.",3,2021,6,12,2021 - 12
1841,2021-03-28,Illinois,0,4,4,Four people were struck by gunfire on a vehicle on Interstate 57.,3,2021,6,12,2021 - 12
1842,2021-03-28,Maryland,5,1,6,A man killed his parents and two others before setting himself on fire. A fifth person was wounded by gunfire but survived.,3,2021,6,12,2021 - 12
1843,2021-03-28,Ohio,0,7,7,Seven people were injured after a shootout at a motorcycle club.,3,2021,6,12,2021 - 12
1844,2018-04-28,North Carolina,0,5,5,Five were injured in a shooting following an argument at a party.,4,2018,5,17,2018 - 17
1845,2019-04-28,Alabama,0,4,4,"A suspect in a vehicle opened fire on patrons outside of a nightclub, injuring four.",4,2019,6,17,2019 - 17
1846,2019-04-28,Tennessee,0,7,7,Two men got into an altercation at a party and exchanged gunfire; seven people were wounded in the crossfire.,4,2019,6,17,2019 - 17
1847,2019-04-28,Ohio,4,0,4,"Four family members, three women and one man, were found shot to death in an apartment. The suspect remains at large.",4,2019,6,17,2019 - 17
1848,2019-04-28,Maryland,1,7,8,One person was killed and seven were wounded when a gunman opened fire on two cookouts at an intersection.,4,2019,6,17,2019 - 17
1849,2021-04-28,Florida,0,5,5,Five people were injured during a shooting at a Miami home.,4,2021,2,17,2021 - 17
1850,2021-04-28,North Carolina,5,0,5,Two deputies were killed and three other people including a suspected gunman were found dead after a standoff.,4,2021,2,17,2021 - 17
1851,2020-05-28,Tennessee,0,4,4,A road rage incident near I-240 wounded two children and two adults.,5,2020,3,22,2020 - 22
1852,2020-05-28,Pennsylvania,1,3,4,Two men approached four people sitting on their porch and opened fire in the evening. A man was killed and two others and a woman were injured.,5,2020,3,22,2020 - 22
1853,2020-05-28,Kentucky,0,7,7,"Seven people were injured in a shooting during a protest against police brutality in the aftermath of the death of Breonna Taylor, two seriously.",5,2020,3,22,2020 - 22
1854,2021-05-28,Florida,1,6,7,"Shortly before midnight, police responded to a ShotSpotter alert in Wynwood where they found one person killed and six injured.",5,2021,4,21,2021 - 21
1855,2021-05-28,Missouri,1,3,4,A man was killed and three other people injured shortly before midnight outside a club.,5,2021,4,21,2021 - 21
1856,2018-06-28,Maryland,5,2,7,Capital Gazette shooting: A gunman entered the offices of The Capital Gazette and killed five employees and wounded two others.,6,2018,3,26,2018 - 26
1857,2019-06-28,Connecticut,0,5,5,"Five people were wounded in a shooting, after police break up a house party.",6,2019,4,26,2019 - 26
1858,2019-06-28,Minnesota,0,5,5,Five people were wounded in a shooting.,6,2019,4,26,2019 - 26
1859,2019-06-28,Georgia,0,7,7,Seven people were wounded during a drive-by shooting involving two vehicles.,6,2019,4,26,2019 - 26
1860,2019-06-28,New Jersey,0,4,4,Four people were wounded by gunfire that erupted on a street.,6,2019,4,26,2019 - 26
1861,2020-06-28,Pennsylvania,2,2,4,Two men were killed and two injured in a late night shooting in the Kensington neighborhood.,6,2020,6,26,2020 - 26
1862,2020-06-28,Alabama,0,7,7,"During an early morning field party, seven people were wounded after an argument between two men escalated.",6,2020,6,26,2020 - 26
1863,2021-06-28,New York,1,3,4,"A man opened fire into a crowded Walmart parking lot, killing one and injuring three.",6,2021,0,26,2021 - 26
1864,2018-07-28,California,2,4,6,Two people were killed and six were injured in a drive-by shooting by a liquor store.,7,2018,5,30,2018 - 30
1865,2018-07-28,Louisiana,3,7,10,Two gunmen killed three people and injured seven others in a shooting at a daiquiri shop.,7,2018,5,30,2018 - 30
1866,2019-07-28,California,4,17,21,"Gilroy Garlic Festival shooting: Sixteen people were shot, four fatally, including a gunman and two children, at the Gilroy Garlic Festival.",7,2019,6,30,2019 - 30
1867,2019-07-28,Pennsylvania,1,5,6,One man was killed and five were injured by an unknown perpetrator as the victims were preparing to shoot a rap video.,7,2019,6,30,2019 - 30
1868,2019-07-28,Pennsylvania,0,4,4,Four people were wounded on two separate streets in connection with a large party.,7,2019,6,30,2019 - 30
1869,2019-07-28,"Washington, D.C.",0,4,4,Four people were shot and injured while standing outside of a bar/nightclub.,7,2019,6,30,2019 - 30
1870,2019-07-28,Wisconsin,5,2,7,"A gunman shot six people, four fatally, before killing himself.",7,2019,6,30,2019 - 30
1871,2019-07-28,Illinois,0,4,4,One woman and three men were wounded in a drive-by shooting outside of a Lawndale gas station.,7,2019,6,30,2019 - 30
1872,2020-07-28,Wisconsin,0,4,4,Four men were injured in the evening.,7,2020,1,31,2020 - 31
1873,2020-07-28,Delaware,2,2,4,A 17-year-old and a woman were killed and two men were injured in a shooting.,7,2020,1,31,2020 - 31
1874,2021-07-28,"Washington, D.C.",0,4,4,Four adults were wounded in a shooting in Southeast DC.,7,2021,2,30,2021 - 30
1875,2021-07-28,South Carolina,1,4,5,"Five people were wounded in an afternoon shooting, with one later dying at the hospital.",7,2021,2,30,2021 - 30
1876,2020-08-28,Texas,0,5,5,Four adults and a fifteen-year-old boy were wounded in a late night shooting in the Deep Ellum district.,8,2020,4,35,2020 - 35
1877,2020-08-28,Minnesota,0,4,4,Four men were wounded by multiple shooters who fled the scene in the car they shot from.,8,2020,4,35,2020 - 35
1878,2021-08-28,New York,0,5,5,"Responding officers found two wounded men, a wounded teenager and two other adults were later found at hospitals.",8,2021,5,34,2021 - 34
1879,2021-08-28,California,0,4,4,"Two groups got into an argument near Belmont Park and a man opened fire, wounding four people.",8,2021,5,34,2021 - 34
1880,2021-08-28,Illinois,0,4,4,Four adults were wounded in Douglas Park while attending a large gathering.,8,2021,5,34,2021 - 34
1881,2020-09-28,Michigan,0,6,6,Four men and two women were injured in an early morning shooting after a large crowd had congregated outside a Gentleman's club in the city's southwest side.,9,2020,0,40,2020 - 40
1882,2021-09-28,Illinois,1,3,4,A woman was killed and three others injured in the early morning after a man opened fire on a car in Park Manor.,9,2021,1,39,2021 - 39
1883,2021-09-28,Minnesota,1,3,4,A man was fatally shot and three others injured in a gunfire incident on Bloomington Avenue in the Phillips neighborhood.,9,2021,1,39,2021 - 39
1884,2018-10-28,Arkansas,2,2,4,Two people were killed and two were injured in a shooting at a home.,10,2018,6,43,2018 - 43
1885,2019-10-28,Maryland,1,3,4,A man was killed and two adults and a 17-year-old were injured in front of a store.,10,2019,0,44,2019 - 44
1886,2020-10-28,New Jersey,1,3,4,One individual was killed and three others wounded after a heated argument escalated.,10,2020,2,44,2020 - 44
1887,2020-10-28,Virginia,0,4,4,Officers responded to a report of multiple shots fired and found four individuals wounded in a home.,10,2020,2,44,2020 - 44
1888,2021-10-28,Tennessee,1,3,4,A man was killed and three wounded in a suspected robbery shortly before midnight.,10,2021,3,43,2021 - 43
1889,2021-10-28,Nevada,0,4,4,Four people were wounded after an argument in an alley escalated.,10,2021,3,43,2021 - 43
1890,2020-11-28,South Carolina,1,14,15,A man was killed and fourteen other people were injured shortly after midnight at a nightclub. At least three men fled in a vehicle and continued to fire from the vehicle.,11,2020,5,48,2020 - 48
1891,2020-11-28,Louisiana,0,4,4,"Four people were shot in the evening, in New Orleans East.",11,2020,5,48,2020 - 48
1892,2021-11-28,Maryland,0,7,7,Responding police found six adults and a teenager wounded in East Baltimore.,11,2021,6,47,2021 - 47
1893,2021-11-28,Pennsylvania,0,4,4,Four people were wounded in an evening shooting in Kingsessing.,11,2021,6,47,2021 - 47
1894,2021-11-28,Illinois,1,4,5,A teenager was killed and four others wounded at a gas station.,11,2021,6,47,2021 - 47
1895,2021-11-28,California,5,0,5,A man killed his four children and his mother in law in their home. He turned himself in to police an hour later and was charged with five counts of murder.,11,2021,6,47,2021 - 47
1896,2021-11-28,Colorado,0,5,5,Five youths were wounded in a shooting.,11,2021,6,47,2021 - 47
1897,2018-12-28,Missouri,4,1,5,"A gunman shot and killed his girlfriend, her two children, and her mother. He was arrested after exchanging fire with police and attempting to carjack a vehicle.",12,2018,4,52,2018 - 52
1898,2021-01-29,Pennsylvania,2,3,5,Two people were killed and three others injured after a shooting outside a club.,1,2021,4,4,2021 - 4
1899,2020-02-29,Missouri,1,4,5,Four people were injured and one person was fatally wounded at a shooting.,2,2020,5,9,2020 - 9
1900,2020-02-29,Colorado,0,5,5,"Five people were wounded in a drive by shooting, before the perpetrators fled.",2,2020,5,9,2020 - 9
1901,2018-03-29,Texas,1,3,4,One person was killed and three others were injured in a shooting at an apartment complex. One person was arrested.,3,2018,3,13,2018 - 13
1902,2018-03-29,New Jersey,0,4,4,Four people were wounded in a shooting inside a business.,3,2018,3,13,2018 - 13
1903,2020-03-29,Georgia,0,4,4,"Four people were wounded in a late night shooting, with two of the wounded under the age of 18. One of the wounded was also showing signs of the COVID-19 virus.",3,2020,6,13,2020 - 13
1904,2018-04-29,Washington,2,2,4,Two people were killed and two others were injured in a shooting in a parking lot outside a motorcycle club.,4,2018,6,17,2018 - 17
1905,2018-04-29,Tennessee,0,4,4,A man shot and wounded two people at an apartment complex. Two more people were wounded by gunfire while trying to disarm the shooter. The shooter was arrested.,4,2018,6,17,2018 - 17
1906,2018-04-29,North Carolina,1,3,4,A man killed one person and wounded three others in a shooting. He was later arrested by police.,4,2018,6,17,2018 - 17
1907,2018-04-29,Florida,1,3,4,A man killed one person and injured three others in a shooting at a nightclub. He was later arrested by police.,4,2018,6,17,2018 - 17
1908,2020-04-29,Indiana,0,4,4,Four people were wounded in a shooting that involved two vehicles and an additional four people near Perry Park.,4,2020,2,18,2020 - 18
1909,2021-04-29,Georgia,1,4,5,One person died and four other people were injured after a shooting at a southwest Atlanta home in a drive-by shooting.,4,2021,3,17,2021 - 17
